Tweet User,Location,Following,Followers,Total Tweets,Tweet,Time of Tweet,Account Created
strixtly4myngz,Everywhere I’ve ever been ,1083,427,51372,"TheWomanKing WomanKing “'The Woman King' tells the story of the Agojie. But in real life, the fierce women warriors played a controversial role in the transatlantic slave trade.” by  ",2022-09-28 16:08:20+00:00,2014-12-14 22:26:45+00:00
CapitalFMKenya,"Nairobi, Kenya",820,1676820,499829,The ladies understood the assignment 😎AngaCinemasWomanKingAtAngaCinemas30thSeptWomankingMovieWomanking ,2022-09-28 16:06:39+00:00,2009-11-26 10:59:27+00:00
CapitalFMKenya,"Nairobi, Kenya",820,1676820,499829,"Queen energy only, today at the premier of WomankingAngaCinemasWomanKingAtWomankingMovie ",2022-09-28 16:00:39+00:00,2009-11-26 10:59:27+00:00
viency7,Nairobi,686,916,9957,Thanks to  we here at AngaCinemas WomanKingAtAngaCinemas30thSept WomanKing ,2022-09-28 15:59:33+00:00,2011-01-07 14:21:25+00:00
All4Him_ENT,"Georgia, USA",106,96,1917,Think we going this Saturday so excited  womanking ,2022-09-28 15:30:59+00:00,2016-11-28 03:50:43+00:00
NotYetUhuuru,KwaGutu ,1215,583,18022,I am not boycotting womanking you are literally oppressed every second of your life. Boycott yourself. My problem with cancel culture is compartmentalization!,2022-09-28 15:27:51+00:00,2016-05-19 16:29:28+00:00
_badgyalgigi,"Bimini, Bahamas",521,685,7112,WomanKing 10/10 that movie was really good,2022-09-28 15:18:20+00:00,2017-10-10 01:42:15+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,Many are using Dahomey to cope with their own ancestral limitations. And because the movie largely omitted the key facts. They see themselves as more Dahomey than slave. How could you not Viola was a Dahomey slavery emancipator in womanking . Rather than a brutal slaver. ,2022-09-28 15:00:53+00:00,2015-10-08 01:47:41+00:00
ChaosOS_59,,1167,626,7515,"What I think WomanKing really clarifies is- Lashana Lynch needs her own movies- Bond is NOT the vehicle; that character is the avatar of empire- Also, nobody wants to see HIS majesty's secret service",2022-09-28 14:37:31+00:00,2017-09-07 17:12:36+00:00
mekowilliamstv,LA✈️ATL,2524,3419,16256,Check out Meko Williams's video! TikTok  WomanKing,2022-09-28 14:36:00+00:00,2012-06-10 14:08:30+00:00
CodenameSailorE,"Michigan City, IN",458,535,31291,"If we are canceling TheWomanKing because she aided the disgusting slavetrade then no more movies glorifying slave owners. GeorgeWashington ThomasJefferson &amp; all confederate crap, into the trash can!If you're mad at WomanKing get mad at the WiPiPo who profited from it too.",2022-09-28 14:01:47+00:00,2009-03-31 05:50:09+00:00
mmmchocolatt,"New York, USA",628,289,13221,   This is an amazing movie with an even better message. Don’t let anyone tell you otherwise- see it for yourself and then talk about it womanking,2022-09-28 13:57:38+00:00,2010-11-10 04:48:06+00:00
MadebyUche,"New York, NY",880,794,11864,It is hard to escape the history that some Africans did have a hand in the slave trade but the chatter about it coming out of WomanKing is so disingenuous. But whatever. Everyone should have a take as we're all now 'historians' who know how to slice through nuance. ,2022-09-28 13:31:21+00:00,2021-10-05 19:48:18+00:00
blynnmay,"St Louis, MO",1299,10200,163118,I was sad as hell they had to kill one of the girls in WomanKing  😫 i wanted all them to survive,2022-09-28 13:08:33+00:00,2018-07-25 00:43:45+00:00
voices_proj,"Rochester, New York",86,227,570,     Listen to the FULL episode below to hear our thoughts about the movie as well as a history lesson about the Agojie!  thewomanking womanking,2022-09-28 13:02:04+00:00,2020-06-25 21:03:13+00:00
only1tonid,,878,1438,268345,This will never fail to tickle me! Can't wait for next year's announcements with The Little Mermaid on the docket. WomanKing ✅Next up...TillBlackAdam( )WakandaForever ,2022-09-28 12:10:18+00:00,2010-05-08 01:43:56+00:00
msRikki3,,180,440,2704,Watching WomanKing in Atlanta with these amazing women made me so proud !!! BlackGirlMagic @ AMC Theatres Phipps Plz 14 ,2022-09-28 11:56:21+00:00,2009-08-12 14:46:27+00:00
Jumade,"Surrey, United Kingdom",969,1311,580,"Rewriting history to suit the bs narrative that we sold each other in order to escape culpability and pay reparations. What was the benefit to colonised nations, who themselves were basically slaves on their own turf for 100s of years?  Lies. Reinventing history. WomanKing ",2022-09-28 11:19:03+00:00,2009-03-31 19:25:26+00:00
lincocomedy,"Lagos, Nigeria",149,27,294,Why are women private parts always sweeting the gods?    trends women WomanKing WomanCrushWednesday,2022-09-28 11:11:52+00:00,2017-03-10 10:59:17+00:00
Drs1AngryBMBC,,334,724,1271,STUD KING GOING DOWN!boycottthewomanking WomanKing TheWomanKing ,2022-09-28 10:35:36+00:00,2022-09-03 21:49:57+00:00
_Neelsreeldeel,London,2582,1631,15364,Is anyone going to the WomanKing press screening tonight? If so I'll see you there! ,2022-09-28 09:52:39+00:00,2009-03-18 18:53:06+00:00
halimah_tauheed, Nigeria,2607,1827,21411, called me Womanking the other day and I am still on cloud nine.,2022-09-28 09:48:25+00:00,2010-04-22 12:08:52+00:00
CPrivano,,68,14,1116, WomanKing There are thousands of real &amp; legendary story Africa has to offer but Hollywood doesn’t want to hear those stories or hire current living native Africans to play the roles.,2022-09-28 09:12:00+00:00,2016-06-05 13:42:27+00:00
ZaneleM011,SA,109,157,1019,Come join us. Details in poster below. See you on Friday😊  WomanKing ,2022-09-28 08:10:45+00:00,2014-05-16 15:09:43+00:00
ESB1K,"Georgia, USA",983,921,36304,WomanKing was 🔥🔥🔥 prolly best movie came out dis year I seen by far,2022-09-28 07:45:20+00:00,2011-07-10 07:25:19+00:00
MuktaA2Cinemas,INDIA,374,5698,16957,Bow down to the most exceptional female warriors in history. The woman king releasing at the nearest MuktaA2 cinemas on the 14th October 2022. muktaa2cinemas wheremoviescometolife womanking thewomanking comingsoon atthemovies atthecinemas ,2022-09-28 07:09:17+00:00,2011-09-08 08:54:07+00:00
Fouzia08407089,"Islamabad, Pakistan",438,421,2060,"""If you want something said, ask a man; if you want something done, ask a woman."" WomanKing",2022-09-28 06:56:33+00:00,2019-03-05 18:31:28+00:00
tophazbottomz,,218,258,16516,WomanKing This is probably the best movie in 2022 so far ✊🏾✊🏾✊🏾 ,2022-09-28 06:39:15+00:00,2019-05-05 05:49:56+00:00
DrMutungaEA, East Africa 🇰🇪🇺🇬,5781,8779,24898," Taking action to a whole new level. ❤️🥰. As an African who’s read stories of old , about how our forefathers were sold like goods to Europeans in the colonial times!! I have enjoyed this movie .WomanKing is the next new thing! May it be played in all the cinemas ❤️ ",2022-09-28 06:23:00+00:00,2020-04-13 06:19:30+00:00
belladonna1363,,676,924,51917,I think  WomanKing Director Gina Prince-Bythewood would do an incredible job with BLADE. She’s has incredible vision and the action scenes would be so fucking brutal but Beautiful &amp; with depth.🥰😌👌🏾  ,2022-09-28 06:03:24+00:00,2009-04-22 04:13:15+00:00
Pois_Scorp31,My World My Way,304,105,12600,I get filled with joy when I see female athletes experiencing motherhood We should never have to choose between the two!!!trackandfield WomanKing iamwoman love devinetime godislove,2022-09-28 05:59:09+00:00,2011-07-26 20:14:37+00:00
iAskMonica,Wakanda,1084,1085,16447,When I heard the last word in the WomanKing my heart exploded. SayHerName salute violadavis 🙏🏾👏🏾👏🏾👏🏾👏🏾,2022-09-28 05:44:55+00:00,2011-07-04 00:30:45+00:00
TheRealPurplee_,MKE🏠DTX📍,870,1253,44161,womanking was good af,2022-09-28 05:07:30+00:00,2009-08-30 22:07:59+00:00
LeishaFoyDooley,,494,293,20225, She’s a WomanKing.,2022-09-28 05:01:07+00:00,2009-11-03 15:53:32+00:00
LeishaFoyDooley,,494,293,20225,It was nice to see and hear Professor Anita Hill on  with Alex. She’s a WomanKing .,2022-09-28 04:58:01+00:00,2009-11-03 15:53:32+00:00
ChaosOS_59,,1167,626,7515,Damn. WomanKing was excellent from top to bottom. This is what movies should be.,2022-09-28 04:57:46+00:00,2017-09-07 17:12:36+00:00
IntricateMami_,"Sacramento, CA",112,59,2254,WomanKing yo this movie was fantastic! It was definitely a pleasure watching women kick Ass. Chefs kiss,2022-09-28 04:42:52+00:00,2017-11-23 17:12:42+00:00
m_lynnae,,315,613,30261,i keep thinking about how good WomanKing  was. i wanna go see it again,2022-09-28 04:35:05+00:00,2015-06-15 14:43:59+00:00
CleverMonsterCT,"Nunya, USA",3977,3158,243983,Dahomey and Haiti WomanKing ,2022-09-28 04:15:47+00:00,2009-07-02 16:08:44+00:00
FOREVERamon,jerz,351,837,136557,"beautiful, powerful, and full of black excellence. don’t just go—RUN to watch this! WomanKing ",2022-09-28 03:58:31+00:00,2011-08-28 22:39:42+00:00
AesopWings,,1112,710,4996,"My 2nd viewing, took niece &amp;Aunt to see it!! Being that my Aunt lived near the city that borders Cotonou she was also pushed to see it !I Loved it more the 2nd time, I have another viewing scheduled !! Only weak men are afraid of strong women..nawi tho 😍😇 WomanKing  ",2022-09-28 03:51:03+00:00,2022-02-16 19:57:40+00:00
_iljoshi,Bahamas,243,223,147,Imma just drop this here 🤫 womanking BrosMovie ,2022-09-28 03:32:47+00:00,2017-05-14 01:45:28+00:00
kvmbrjk,,267,120,4798,WomanKing broke my heart. So breathtaking. One of my fav movies this year forsure,2022-09-28 03:30:07+00:00,2018-05-05 01:47:10+00:00
oohmygaw,on your mind ,709,975,43317,Seen the WomanKing  over the weekend and I give it 10/10 it’ was real good  always understands the assignment!,2022-09-28 03:28:37+00:00,2013-05-01 16:35:05+00:00
TaeTewSweet,Texas!,1453,1389,68320,I really liked WomanKing ✨,2022-09-28 03:17:41+00:00,2011-01-07 04:52:55+00:00
my_man_Zo,,267,226,3433,The WomanKing was everything I thought it was and more …don’t try to “think piece” me to death either.Enjoy it and shut the fuck up.,2022-09-28 03:06:24+00:00,2014-08-12 22:20:20+00:00
KraziieeLex,,298,443,83136,This movie HERE boy 😒🥺😢😭 WomanKing whew had me out my seat ‼️💯,2022-09-28 02:39:40+00:00,2011-03-17 02:32:48+00:00
mobolalagos,"Istanbul, Turkey",387,163,222,Whoever said African women belong in the kitchen should watch the WomanKing king! We are worth more than that! Agojie,2022-09-28 02:24:40+00:00,2015-01-02 00:26:30+00:00
GateKeeper0073,,35,3,328,"_why  _swinderman   Awards are a joke now. They are given based on political content, more than acting, story, plot... I'm sure that crappy movie WomanKing will win stuff, just cuz of the woke crap... even tho it's completely a lie and BS.",2022-09-28 02:22:47+00:00,2019-02-06 14:25:02+00:00
sadenotadu,somewhere vibing,1232,650,23198,y’all VIOLA DAVIS got me BOOHOOOOIING in this theatre 😭😭😭😭😭😭😭😭😭 SHE DID SOO PERFECT 🥺❤️ womanking,2022-09-28 02:04:14+00:00,2015-05-16 04:09:40+00:00
sejr_historian,United States,1849,10746,3765,"WomanKing is not a documentary. It’s “inspired” by  true events, which in my mind means it’s loosely based on truth. In other words, it’s closer to fiction. Take that for what it’s worth. Just go see it. Or stream it when the time comes.",2022-09-28 02:03:33+00:00,2013-06-04 21:35:45+00:00
sejr_historian,United States,1849,10746,3765,WomanKing was great! Btw the film doesn’t underplay slavery or Dahomey’s role in the slave trade. There are captive taking scenes. Part of the film occurs in a slave trading port filled with captives. There’s a slave auction. Not to mention convos about Dahomey’s slave trading.,2022-09-28 02:03:32+00:00,2013-06-04 21:35:45+00:00
Sir_Spratley,"Maryland, USA",574,258,3212,WomanKing was very good!,2022-09-28 01:39:35+00:00,2016-10-08 04:21:53+00:00
asapmarky91,Kepler 186f,451,505,74824,WomanKing was a good ass movie!  So good I needed to look up who directed that good ass movie lol. Great job  !!!,2022-09-28 01:32:23+00:00,2010-08-10 04:42:24+00:00
AsSweetAsFucku,"Puiseux-en-France, France",42,200,49543,Gonna go see WomanKing Tomorow,2022-09-28 01:11:07+00:00,2010-07-11 18:21:09+00:00
fkathatnsh,DTX,653,776,92187,Now why did they put this biracial plot line in this womanking,2022-09-28 01:05:32+00:00,2009-07-03 16:57:51+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,And just like I said these people are leaving the womanking  theaters and repeating that nonsense  they showed as history when there was no moral pivot by the brutal Dahomey. And they also believe stopping the “trade” meant slavery ended. “… it was STOPPED.” BoycottWomanKing ,2022-09-28 00:57:31+00:00,2015-10-08 01:47:41+00:00
sadipokharel,"Ottawa, Canada",494,1384,863,"Viola Davis deserves an Oscar for the WomanKing, and so do all the supporting actors. What a powerful film.",2022-09-28 00:48:29+00:00,2013-01-27 18:55:11+00:00
MarkMoxie,,136,13,40,"First, let me remind you that the movie WomanKing is just a film not a documentary that will educate you about the history of Dahomey. Watch the movie with full attention and understand how they address the history of that kingdom, say no to BoycottWomanKing violadavis bbc ",2022-09-28 00:44:41+00:00,2020-09-13 22:42:39+00:00
BumchikSeenu,"Virginia, USA",305,3431,114524,Showtime : WomanKing,2022-09-28 00:14:41+00:00,2014-11-10 14:10:00+00:00
sisyphusgal,,208,66,5445,"Loved loved WomanKing I have some issues with that style of fight choreography (especially when filmed at night) but everything else was awesome. When the first rapist got thrown to the ground and killed, there was much applause in the theater. Women were hyped! PostRoeWorld",2022-09-28 00:05:48+00:00,2009-08-05 16:21:04+00:00
MsNadaNee,New Orleans ;La to Atlanta; Ga,433,240,46904,Me: Wondering why WomanKing isn't the 1 movie worldwide yet? These release dates took me out...🤦Can't complain tho...Atleast it's at the movies doing good...🔥 movie...TheWomanKing A Master Piece...BrillantMovie of the Year! ,2022-09-28 00:05:34+00:00,2012-10-01 05:46:58+00:00
212TheHeights,,47,1,8, WomanKing   Finally going to see this tomorrow! ,2022-09-28 00:03:25+00:00,2022-04-28 16:48:39+00:00
LyricalMycheal,worldwide,935,7102,57432,_Nakayi We either fight or we all die 🔥 WomanKing,2022-09-28 00:02:16+00:00,2010-09-03 17:23:50+00:00
elizabethgonzzz,San Diego,835,1257,31906,WomanKing was SO GOOD!!! I cried atleast 6x! Beautiful beautiful film!,2022-09-27 23:11:04+00:00,2013-11-26 03:34:05+00:00
AboutDVoice,,544,258,253,"In all you do, woman, do not quit on your dreams.😍You can seek help if you must, but don't leave your dreams and goals behind._Women   WomanKing Budget2023Ireland BBNaija digitalwoman skills prototype videoeditor voice ",2022-09-27 23:10:24+00:00,2016-11-29 09:39:24+00:00
naturallynyia,,44,17,272,"Dear Black Women, Go See Woman King ASAP🥹 The Women Warriors, 4C Appreciation, ALL OF THE ABOVE ITS ABSOLUTELY WORTH IT WomanKing",2022-09-27 22:29:17+00:00,2022-04-22 20:41:37+00:00
charluv2011,California by way of Belize,11576,10625,556666,The WomanKing (Original Motion Picture Soundtrack) by TerenceBlanchard on AppleMusic I can't wait to download this. The Movie was Amazing &amp; the music was Beautiful. As soon as I left the theatre I said I hope there's a Soundtrack ,2022-09-27 22:19:22+00:00,2012-08-01 16:41:21+00:00
glenthecreator,,640,683,61427,"BoyCottTheWomanKing2 coming soon.‘WomanKing’ Box Office: The Secret Behind Its Success (and Why You Shouldn’t Rule Out a Sequel)  via  TheWomanKing2-BoyCottWomanKing,Dahomey,Agojie,TheWomanKingSequel,TheWomanKingMovie,TheWomanKing2Movie,Viola",2022-09-27 21:54:46+00:00,2017-08-06 14:15:03+00:00
EnidZentelis,"New York, USA",683,686,3553,DontWorryDarling &amp; WomanKing top box office.🎬💃🏿,2022-09-27 21:40:52+00:00,2013-10-19 20:13:50+00:00
ewadammie,"Vancouver, British Columbia",87,94,561,Damn! See toned bodies. 😍😍WomanKing,2022-09-27 21:38:27+00:00,2022-05-17 05:36:01+00:00
juanhunit,,536,412,13173,Black panther with no black male leads??? I guess they looking for a womanking turnout. ,2022-09-27 21:26:18+00:00,2009-07-22 16:25:51+00:00
CtrlZ_nw,"North West, England",1473,2171,166,"Anyone who sees ""based on true events"" ""based on a true story"" should automatically Google search the story to find out the truth. Everything in the WomanKing is a load of bullshit and none of that happened. Terrible way to show the true power of the African nations and culture",2022-09-27 21:17:38+00:00,2015-10-14 20:58:36+00:00
Kijoh_Carole,Kenya,1670,1236,67414,Amazing✨👏🏾. WomanKing cast in the Motherland😍😍. ,2022-09-27 21:07:09+00:00,2011-11-18 16:12:11+00:00
HilderKoriang,"Kampala, Uganda",882,370,2110,WomanKing Uganda 🇺🇬 It’s happening this Friday 30/10/2022 at  Let’s go and watch these badass babes. Prepare yourselves for a mind blowing plot twist! I have read a lot about this movie on Twitter. 🧵🧶 ,2022-09-27 21:04:19+00:00,2013-06-26 19:17:26+00:00
